gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,costat,ggroup
20233,20211231,2021,INDL,C,D,STD,TBPH,USD,A,3520
20235,20211231,2021,INDL,C,D,STD,DNOW,USD,A,2010
20299,20211231,2021,INDL,C,D,STD,LOB,USD,A,4010
20412,20211231,2021,INDL,C,D,STD,ARES,USD,A,4020
20420,20211231,2021,INDL,C,D,STD,OEC,USD,A,1510
20430,20211231,2021,INDL,C,D,STD,SLM,USD,A,4020
20567,20211231,2021,INDL,C,D,STD,MRNS,USD,A,3520
20600,20211130,2021,INDL,C,D,STD,NG,USD,A,1510
20644,20211231,2021,INDL,C,D,STD,GPRO,USD,A,2520
20645,20211231,2021,INDL,C,D,STD,ARDX,USD,A,3520
20649,20211231,2021,INDL,C,D,STD,SNDX,USD,A,3520
20659,20211231,2021,INDL,C,D,STD,AMPH,USD,A,3520
20661,20211231,2021,INDL,C,D,STD,VEC,USD,A,2010
20677,20211231,2021,INDL,C,D,STD,FFWM,USD,A,4010
20686,20211231,2021,INDL,C,D,STD,SYF,USD,A,4020
20692,20210630,2021,INDL,C,D,STD,KE,USD,A,4520
20696,20211231,2021,INDL,C,D,STD,DOOR,USD,A,2010
20748,20211231,2021,INDL,C,D,STD,ANET,USD,A,4520
20779,20210731,2021,INDL,C,D,STD,CSCO,USD,A,4520
20791,20211231,2021,INDL,C,D,STD,BXMT,USD,A,4020
20823,20210131,2020,INDL,C,D,STD,HQY,USD,A,3510
20904,20210930,2021,INDL,C,D,STD,HOLX,USD,A,3510
20935,20211231,2021,INDL,C,D,STD,TRUP,USD,A,4030
20943,20211231,2021,INDL,C,D,STD,SAGE,USD,A,3520
20945,20211231,2021,INDL,C,D,STD,IRMD,USD,A,3510
21004,20211231,2021,INDL,C,D,STD,LNTH,USD,A,3510
21012,20211231,2021,INDL,C,D,STD,ATRA,USD,A,3520
21015,20211231,2021,INDL,C,D,STD,OCUL,USD,A,3520
21032,20211231,2021,INDL,C,D,STD,VKTX,USD,A,3520
21124,20211231,2021,INDL,C,D,STD,LOCO,USD,A,2530
21227,20211231,2021,INDL,C,D,STD,LBRDK,USD,A,5020
21237,20211231,2021,INDL,C,D,STD,TTI,USD,A,1010
21238,20211231,2021,INDL,C,D,STD,VICR,USD,A,2010
21429,20211231,2021,INDL,C,D,STD,GVA,USD,A,2010
21440,20211231,2021,INDL,C,D,STD,LSTR,USD,A,2030
21503,20211231,2021,INDL,C,D,STD,KMPR,USD,A,4030
21515,20211231,2021,INDL,C,D,STD,UNVR,USD,A,2010
21540,20211231,2021,INDL,C,D,STD,W,USD,A,2550
21542,20211231,2021,INDL,C,D,STD,AAON,USD,A,2010
21593,20211231,2021,INDL,C,D,STD,CIVB,USD,A,4010
21604,20211231,2021,INDL,C,D,STD,PGRE,USD,A,6010
21630,20211231,2021,INDL,C,D,STD,STOR,USD,A,6010
21633,20211231,2021,INDL,C,D,STD,VBTX,USD,A,4010
21743,20210331,2020,INDL,C,D,STD,NVEC,USD,A,4530
21761,20210630,2021,INDL,C,D,STD,CDK,USD,A,4510
21777,20211231,2021,INDL,C,D,STD,MMSI,USD,A,3510
21798,20211231,2021,INDL,C,D,STD,FRPT,USD,A,3020
21815,20211231,2021,INDL,C,D,STD,TBK,USD,A,4010
21825,20211231,2021,INDL,C,D,STD,CFG,USD,A,4010
21841,20211231,2021,INDL,C,D,STD,CHRS,USD,A,3520
21847,20211231,2021,INDL,C,D,STD,HUBS,USD,A,4510
21898,20210331,2020,INDL,C,D,STD,BOOT,USD,A,2550
21901,20211231,2021,INDL,C,D,STD,FGEN,USD,A,3520
21916,20211231,2021,INDL,C,D,STD,NVRO,USD,A,3510
22000,20211231,2021,INDL,C,D,STD,WK,USD,A,4510
22037,20211231,2021,INDL,C,D,STD,SIEN,USD,A,3510
22040,20211231,2021,INDL,C,D,STD,UPLD,USD,A,4510
22047,20211231,2021,INDL,C,D,STD,GRBK,USD,A,2520
22082,20211231,2021,INDL,C,D,STD,JYNT,USD,A,3510
22086,20211231,2021,INDL,C,D,STD,IBOC,USD,A,4010
22134,20211231,2021,INDL,C,D,STD,AXTA,USD,A,1510
22182,20210331,2020,INDL,C,D,STD,NEWR,USD,A,4510
22207,20211231,2021,INDL,C,D,STD,TBI,USD,A,2020
22260,20211231,2021,INDL,C,D,STD,HCA,USD,A,3510
22447,20211231,2021,INDL,C,D,STD,PARR,USD,A,1010
22459,20211231,2021,INDL,C,D,STD,UE,USD,A,6010
22583,20210430,2020,INDL,C,D,STD,GMS,USD,A,2010
22603,20211231,2021,INDL,C,D,STD,SUM,USD,A,1510
22653,20210331,2020,INDL,C,D,STD,VSTO,USD,A,2520
22671,20211231,2021,INDL,C,D,STD,ESTE,USD,A,1010
22672,20211231,2021,INDL,C,D,STD,SHAK,USD,A,2530
22674,20211231,2021,INDL,C,D,STD,DEA,USD,A,6010
22717,20211231,2021,INDL,C,D,STD,SYBT,USD,A,4010
22741,20211231,2021,INDL,C,D,STD,CC,USD,A,1510
22815,20211231,2021,INDL,C,D,STD,TRMB,USD,A,4520
22867,20211231,2021,INDL,C,D,STD,NVTA,USD,A,3510
22983,20211231,2021,INDL,C,D,STD,XHR,USD,A,6010
23027,20211231,2021,INDL,C,D,STD,EXPO,USD,A,2020
23071,20211231,2021,INDL,C,D,STD,GDDY,USD,A,4510
23083,20210930,2021,INDL,C,D,STD,ENR,USD,A,3030
23084,20211231,2021,INDL,C,D,STD,BHE,USD,A,4520
23086,20211231,2021,INDL,C,D,STD,NXRT,USD,A,6010
23106,20211231,2021,INDL,C,D,STD,VRAY,USD,A,3510
23147,20211231,2021,INDL,C,D,STD,NSA,USD,A,6010
23167,20210930,2021,INDL,C,D,STD,BLBD,USD,A,2010
23208,20210430,2020,INDL,C,D,STD,BNED,USD,A,2550
23224,20210930,2021,INDL,C,D,STD,ESE,USD,A,2010
23225,20211231,2021,INDL,C,D,STD,CABO,USD,A,5020
23238,20211231,2021,INDL,C,D,STD,ETSY,USD,A,2550
23245,20211231,2021,INDL,C,D,STD,BLD,USD,A,2520
23247,20211231,2021,INDL,C,D,STD,PJT,USD,A,4020
23249,20210630,2021,INDL,C,D,STD,LITE,USD,A,4520
23407,20211231,2021,INDL,C,D,STD,BPMC,USD,A,3520
23432,20211231,2021,INDL,C,D,STD,VIRT,USD,A,4020
23500,20211231,2021,INDL,C,D,STD,CATY,USD,A,4010
23555,20211231,2021,INDL,C,D,STD,COLL,USD,A,3520
23556,20211231,2021,INDL,C,D,STD,CHCT,USD,A,6010
23587,20210930,2021,INDL,C,D,STD,HAYN,USD,A,1510
23714,20211231,2021,INDL,C,D,STD,CYH,USD,A,3510
23753,20211231,2021,INDL,C,D,STD,DORM,USD,A,2510
23793,20211231,2021,INDL,C,D,STD,PSB,USD,A,6010
23809,20210831,2021,INDL,C,D,STD,AZO,USD,A,2550
23812,20211231,2021,INDL,C,D,STD,REGN,USD,A,3520
23818,20211231,2021,INDL,C,D,STD,EVH,USD,A,3510
23843,20211231,2021,INDL,C,D,STD,WING,USD,A,2530
23865,20211231,2021,INDL,C,D,STD,BW,USD,A,2010
23977,20211231,2021,INDL,C,D,STD,APLE,USD,A,6010
23978,20211231,2021,INDL,C,D,STD,X,USD,A,1510
23990,20211231,2021,INDL,C,D,STD,GKOS,USD,A,3510
23996,20211231,2021,INDL,C,D,STD,GNL,USD,A,6010
24021,20210331,2020,INDL,C,D,STD,HAE,USD,A,3510
24040,20211231,2021,INDL,C,D,STD,IONS,USD,A,3520
24071,20211231,2021,INDL,C,D,STD,APPF,USD,A,4510
24076,20210131,2020,INDL,C,D,STD,OLLI,USD,A,2550
24135,20211231,2021,INDL,C,D,STD,ALRM,USD,A,4510
24157,20211231,2021,INDL,C,D,STD,FCFS,USD,A,4020
24176,20211231,2021,INDL,C,D,STD,NTRA,USD,A,3520
24177,20211231,2021,INDL,C,D,STD,MCRB,USD,A,3520
24197,20211231,2021,INDL,C,D,STD,IDXX,USD,A,3510
24216,20211231,2021,INDL,C,D,STD,AES,USD,A,5510
24225,20210331,2020,INDL,C,D,STD,CRVL,USD,A,3510
24249,20211231,2021,INDL,C,D,STD,TDOC,USD,A,3510
24287,20211231,2021,INDL,C,D,STD,AMBC,USD,A,4030
24291,20211231,2021,INDL,C,D,STD,DIN,USD,A,2530
24293,20211231,2021,INDL,C,D,STD,KALU,USD,A,1510
24302,20211231,2021,INDL,C,D,STD,ALKS,USD,A,3520
24316,20211231,2021,INDL,C,D,STD,MNST,USD,A,3020
24330,20211231,2021,INDL,C,D,STD,SRG,USD,A,6010
24344,20211231,2021,INDL,C,D,STD,VRTX,USD,A,3520
24350,20210331,2020,INDL,C,D,STD,MNRO,USD,A,2550
24351,20211231,2021,INDL,C,D,STD,LIND,USD,A,2530
24352,20211130,2021,INDL,C,D,STD,PRGS,USD,A,4510
24379,20211231,2021,INDL,C,D,STD,MTG,USD,A,4010
24396,20211231,2021,INDL,C,D,STD,TVTY,USD,A,3510
24405,20211231,2021,INDL,C,D,STD,ZBRA,USD,A,4520
24430,20210930,2021,INDL,C,D,STD,EZPW,USD,A,4020
24440,20211231,2021,INDL,C,D,STD,PRA,USD,A,4030
24447,20211231,2021,INDL,C,D,STD,BOKF,USD,A,4010
24458,20211231,2021,INDL,C,D,STD,SPNE,USD,A,3510
24463,20210430,2020,INDL,C,D,STD,FIZZ,USD,A,3020
24468,20211231,2021,INDL,C,D,STD,BIIB,USD,A,3520
24508,20210131,2020,INDL,C,D,STD,OOMA,USD,A,5010
24533,20211231,2021,INDL,C,D,STD,NHI,USD,A,6010
24599,20211231,2021,INDL,C,D,STD,AGLE,USD,A,3520
24601,20210331,2020,INDL,C,D,STD,CSWI,USD,A,2010
24616,20211231,2021,INDL,C,D,STD,PYPL,USD,A,4510
24617,20211231,2021,INDL,C,D,STD,ODFL,USD,A,2030
24620,20211231,2021,INDL,C,D,STD,RHP,USD,A,6010
24638,20211231,2021,INDL,C,D,STD,TRU,USD,A,2020
24678,20211231,2021,INDL,C,D,STD,HMN,USD,A,4030
24708,20211231,2021,INDL,C,D,STD,ATNI,USD,A,5010
24720,20211231,2021,INDL,C,D,STD,WNC,USD,A,2010
24725,20210331,2020,INDL,C,D,STD,WRLD,USD,A,4020
24731,20211231,2021,INDL,C,D,STD,KIM,USD,A,6010
24750,20211231,2021,INDL,C,D,STD,WETF,USD,A,4020
24755,20210630,2021,INDL,C,D,STD,JBSS,USD,A,3020
24782,20211231,2021,INDL,C,D,STD,PRGO,USD,A,3520
24783,20210930,2021,INDL,C,D,STD,TTEK,USD,A,2020
24795,20210331,2020,INDL,C,D,STD,AMSC,USD,A,2010
24800,20210930,2021,INDL,C,D,STD,QCOM,USD,A,4530
24825,20211231,2021,INDL,C,D,STD,OFC,USD,A,6010
24856,20211231,2021,INDL,C,D,STD,GILD,USD,A,3520
24861,20211231,2021,INDL,C,D,STD,PLNT,USD,A,2530
24905,20211231,2021,INDL,C,D,STD,RUN,USD,A,2010
24911,20210630,2021,INDL,C,D,STD,MCFT,USD,A,2520
24925,20211231,2021,INDL,C,D,STD,ROP,USD,A,2010
24975,20211031,2021,INDL,C,D,STD,SNPS,USD,A,4510
24978,20211231,2021,INDL,C,D,STD,ELY,USD,A,2520
25030,20211231,2021,INDL,C,D,STD,VRTS,USD,A,4020
25110,20211231,2021,INDL,C,D,STD,ICUI,USD,A,3510
25119,20211231,2021,INDL,C,D,STD,MHK,USD,A,2520
25166,20211231,2021,INDL,C,D,STD,KOPN,USD,A,4530
25180,20211231,2021,INDL,C,D,STD,AGCO,USD,A,2010
25201,20211231,2021,INDL,C,D,STD,CASS,USD,A,4510
25219,20210331,2020,INDL,C,D,STD,HLI,USD,A,4020
25234,20210131,2020,INDL,C,D,STD,BKE,USD,A,2550
25274,20211231,2021,INDL,C,D,STD,OLED,USD,A,4530
25279,20211231,2021,INDL,C,D,STD,BSX,USD,A,3510
25283,20210131,2020,INDL,C,D,STD,KSS,USD,A,2550
25289,20211231,2021,INDL,C,D,STD,VBIV,USD,A,3520
25313,20210331,2020,INDL,C,D,STD,STE,USD,A,3510
25318,20211231,2021,INDL,C,D,STD,USPH,USD,A,3510
25331,20210831,2021,INDL,C,D,STD,FC,USD,A,2020
25338,20210228,2020,INDL,C,D,STD,BBBY,USD,A,2550
25339,20211231,2021,INDL,C,D,STD,CACC,USD,A,4020
25340,20210930,2021,INDL,C,D,STD,DHI,USD,A,2520
25349,20211231,2021,INDL,C,D,STD,GBT,USD,A,3520
25376,20211231,2021,INDL,C,D,STD,COLB,USD,A,4010
25389,20211231,2021,INDL,C,D,STD,GPK,USD,A,1510
25430,20211031,2021,INDL,C,D,STD,FCEL,USD,A,2010
25434,20210930,2021,INDL,C,D,STD,SBUX,USD,A,2530
25536,20210930,2021,INDL,C,D,STD,CENTA,USD,A,3030
25632,20211231,2021,INDL,C,D,STD,KW,USD,A,6010
25633,20211231,2021,INDL,C,D,STD,OHI,USD,A,6010
25665,20211231,2021,INDL,C,D,STD,LTC,USD,A,6010
25737,20211231,2021,INDL,C,D,STD,CAKE,USD,A,2530
25747,20211231,2021,INDL,C,D,STD,LFUS,USD,A,4520
25749,20211231,2021,INDL,C,D,STD,ASGN,USD,A,2020
25751,20211231,2021,INDL,C,D,STD,BLX,USD,A,4020
25756,20210131,2020,INDL,C,D,STD,PSTG,USD,A,4520
25870,20211231,2021,INDL,C,D,STD,MTX,USD,A,1510
25880,20210430,2020,INDL,C,D,STD,PDCO,USD,A,3510
25893,20211231,2021,INDL,C,D,STD,SITE,USD,A,2010
25895,20211231,2021,INDL,C,D,STD,RDN,USD,A,4010
25898,20211231,2021,INDL,C,D,STD,SGRY,USD,A,3510
25904,20211231,2021,INDL,C,D,STD,ACRS,USD,A,3520
25922,20211231,2021,INDL,C,D,STD,KAI,USD,A,2010
25937,20211231,2021,INDL,C,D,STD,LGND,USD,A,3520
25964,20211231,2021,INDL,C,D,STD,GTLS,USD,A,2010
26013,20211231,2021,INDL,C,D,STD,SM,USD,A,1010
26016,20211231,2021,INDL,C,D,STD,UVE,USD,A,4030
26061,20211231,2021,INDL,C,D,STD,MTCH,USD,A,5020
26071,20211231,2021,INDL,C,D,STD,FCBC,USD,A,4010
26081,20211231,2021,INDL,C,D,STD,KURA,USD,A,3520
26112,20211231,2021,INDL,C,D,STD,CTMX,USD,A,3520
26123,20211231,2021,INDL,C,D,STD,NVCR,USD,A,3510
26146,20211231,2021,INDL,C,D,STD,RGNX,USD,A,3520
26147,20211231,2021,INDL,C,D,STD,PEN,USD,A,3510
26156,20211031,2021,INDL,C,D,STD,HPE,USD,A,4520
26162,20211231,2021,INDL,C,D,STD,ANAB,USD,A,3520
26179,20211231,2021,INDL,C,D,STD,SMBK,USD,A,4010
26270,20211231,2021,INDL,C,D,STD,ABTX,USD,A,4010
26347,20211231,2021,INDL,C,D,STD,EQBK,USD,A,4010
26349,20211231,2021,INDL,C,D,STD,AXSM,USD,A,3520
26368,20210331,2020,INDL,C,D,STD,MIME,USD,A,4510
26410,20211231,2021,INDL,C,D,STD,FCPT,USD,A,6010
26545,20210930,2021,INDL,C,D,STD,RMR,USD,A,6010
26590,20211231,2021,INDL,C,D,STD,FTV,USD,A,2010
26636,20211231,2021,INDL,C,D,STD,SENS,USD,A,3510
26658,20211231,2021,INDL,C,D,STD,AGR,USD,A,5510
26669,20211231,2021,INDL,C,D,STD,OCX,USD,A,3520
26746,20210731,2021,INDL,C,D,STD,NTNX,USD,A,4510
26749,20211231,2021,INDL,C,D,STD,HRI,USD,A,2010
26788,20211231,2021,INDL,C,D,STD,TRHC,USD,A,3510
26812,20211231,2021,INDL,C,D,STD,GCP,USD,A,1510
26847,20211231,2021,INDL,C,D,STD,TCMD,USD,A,3510
26864,20211231,2021,INDL,C,D,STD,CDEV,USD,A,1010
26874,20211231,2021,INDL,C,D,STD,EDIT,USD,A,3520
26892,20211231,2021,INDL,C,D,STD,RETA,USD,A,3520
27014,20210930,2021,INDL,C,D,STD,ATKR,USD,A,2010
27119,20211231,2021,INDL,C,D,STD,NGVT,USD,A,1510
27155,20211231,2021,INDL,C,D,STD,NTLA,USD,A,3520
27187,20211231,2021,INDL,C,D,STD,FWONK,USD,A,5020
27333,20210930,2021,INDL,C,D,STD,ADNT,USD,A,2510
27354,20211231,2021,INDL,C,D,STD,SELB,USD,A,3520
27364,20211231,2021,INDL,C,D,STD,TWLO,USD,A,4510
27373,20210930,2021,INDL,C,D,STD,VVV,USD,A,1510
27386,20211231,2021,INDL,C,D,STD,JELD,USD,A,2010
27387,20211231,2021,INDL,C,D,STD,PI,USD,A,4530
27392,20211231,2021,INDL,C,D,STD,SYRS,USD,A,3520
27393,20211231,2021,INDL,C,D,STD,HGV,USD,A,2530
27394,20211231,2021,INDL,C,D,STD,PK,USD,A,6010
27574,20211231,2021,INDL,C,D,STD,TPIC,USD,A,2010
27575,20211231,2021,INDL,C,D,STD,GOLF,USD,A,2520
27604,20211231,2021,INDL,C,D,STD,HONE,USD,A,4010
27638,20211231,2021,INDL,C,D,STD,AA,USD,A,1510
27652,20211231,2021,INDL,C,D,STD,KNSL,USD,A,4030
27665,20211231,2021,INDL,C,D,STD,FHB,USD,A,4010
27670,20211231,2021,INDL,C,D,STD,PTGX,USD,A,3520
27706,20211231,2021,INDL,C,D,STD,INSW,USD,A,1010
27716,20211231,2021,INDL,C,D,STD,MDGL,USD,A,3520
27737,20211231,2021,INDL,C,D,STD,ATOM,USD,A,4530
27776,20211231,2021,INDL,C,D,STD,RCKY,USD,A,2520
27803,20211231,2021,INDL,C,D,STD,DFIN,USD,A,4020
27810,20211231,2021,INDL,C,D,STD,LIVN,USD,A,3510
27828,20211231,2021,INDL,C,D,STD,UEIC,USD,A,2520
27871,20211231,2021,INDL,C,D,STD,FBK,USD,A,4010
27874,20211231,2021,INDL,C,D,STD,EVBG,USD,A,4510
27875,20211231,2021,INDL,C,D,STD,ELS,USD,A,6010
27885,20211231,2021,INDL,C,D,STD,TTD,USD,A,4510
27907,20210331,2020,INDL,C,D,STD,ELF,USD,A,3030
27914,20211231,2021,INDL,C,D,STD,HUM,USD,A,3510
27925,20211231,2021,INDL,C,D,STD,AVID,USD,A,4520
27928,20210731,2021,INDL,C,D,STD,INTU,USD,A,4510
27938,20210131,2020,INDL,C,D,STD,SCVL,USD,A,2550
27945,20211231,2021,INDL,C,D,STD,CSTR,USD,A,4010
27960,20211231,2021,INDL,C,D,STD,ALG,USD,A,2010
27965,20210331,2020,INDL,C,D,STD,MCHP,USD,A,4530
27981,20210131,2020,INDL,C,D,STD,CHS,USD,A,2550
28012,20211231,2021,INDL,C,D,STD,FLGT,USD,A,3510
28022,20211231,2021,INDL,C,D,STD,BANF,USD,A,4010
28034,20211231,2021,INDL,C,D,STD,CB,USD,A,4030
28070,20211231,2021,INDL,C,D,STD,ASIX,USD,A,1510
28071,20211231,2021,INDL,C,D,STD,DZSI,USD,A,4520
28084,20210131,2020,INDL,C,D,STD,COUP,USD,A,4510
28118,20211231,2021,INDL,C,D,STD,FOSL,USD,A,2520
28139,20210930,2021,INDL,C,D,STD,SANM,USD,A,4520
28155,20211231,2021,INDL,C,D,STD,TCBK,USD,A,4010
28176,20211231,2021,INDL,C,D,STD,ATR,USD,A,1510
28180,20211231,2021,INDL,C,D,STD,ORLY,USD,A,2550
28191,20211231,2021,INDL,C,D,STD,RCL,USD,A,2530
28195,20210831,2021,INDL,C,D,STD,JBL,USD,A,4520
28209,20211231,2021,INDL,C,D,STD,ANIK,USD,A,3520
28216,20211231,2021,INDL,C,D,STD,RGA,USD,A,4030
28278,20211231,2021,INDL,C,D,STD,GABC,USD,A,4010
28295,20211231,2021,INDL,C,D,STD,TWI,USD,A,2010
28320,20211231,2021,INDL,C,D,STD,CDW,USD,A,4520
28322,20211231,2021,INDL,C,D,STD,HR,USD,A,6010
28323,20211231,2021,INDL,C,D,STD,AKR,USD,A,6010
28340,20211231,2021,INDL,C,D,STD,SKT,USD,A,6010
28349,20211231,2021,INDL,C,D,STD,ALL,USD,A,4030
28367,20211231,2021,INDL,C,D,STD,IRTC,USD,A,3510
28380,20211231,2021,INDL,C,D,STD,OFIX,USD,A,3510
28384,20211231,2021,INDL,C,D,STD,SPNS,USD,A,4510
28397,20211231,2021,INDL,C,D,STD,PZZA,USD,A,2530
28410,20211231,2021,INDL,C,D,STD,BBSI,USD,A,2020
28420,20211231,2021,INDL,C,D,STD,BL,USD,A,4510
28499,20211231,2021,INDL,C,D,STD,YUMC,USD,A,2530
28590,20211231,2021,INDL,C,D,STD,BCO,USD,A,2020
28629,20211231,2021,INDL,C,D,STD,CPT,USD,A,6010
28670,20211231,2021,INDL,C,D,STD,IIPR,USD,A,6010
28704,20211231,2021,INDL,C,D,STD,MCRI,USD,A,2530
28719,20211231,2021,INDL,C,D,STD,CNDT,USD,A,4510
28733,20211231,2021,INDL,C,D,STD,EQR,USD,A,6010
28742,20211231,2021,INDL,C,D,STD,BWA,USD,A,2510
28749,20211231,2021,INDL,C,D,STD,FLL,USD,A,2530
28762,20211231,2021,INDL,C,D,STD,SPTN,USD,A,3010
28769,20211231,2021,INDL,C,D,STD,BFS,USD,A,6010
28785,20211231,2021,INDL,C,D,STD,WINA,USD,A,2550
28787,20210630,2021,INDL,C,D,STD,PFGC,USD,A,3010
28790,20210531,2020,INDL,C,D,STD,LW,USD,A,3020
28806,20210930,2021,INDL,C,D,STD,ARWR,USD,A,3520
28866,20210930,2021,INDL,C,D,STD,CASH,USD,A,4010
28930,20211231,2021,INDL,C,D,STD,MAR,USD,A,2530
28940,20211231,2021,INDL,C,D,STD,BDC,USD,A,4520
28967,20211231,2021,INDL,C,D,STD,QCRH,USD,A,4010
29004,20210930,2021,INDL,C,D,STD,VREX,USD,A,3510
29011,20211231,2021,INDL,C,D,STD,BYD,USD,A,2530
29015,20210331,2020,INDL,C,D,STD,DECK,USD,A,2520
29018,20211231,2021,INDL,C,D,STD,ALBO,USD,A,3520
29028,20210831,2021,INDL,C,D,STD,COST,USD,A,3010
29052,20211231,2021,INDL,C,D,STD,LXP,USD,A,6010
29099,20211231,2021,INDL,C,D,STD,REG,USD,A,6010
29101,20211231,2021,INDL,C,D,STD,FFIN,USD,A,4010
29108,20211231,2021,INDL,C,D,STD,PTEN,USD,A,1010
29127,20211231,2021,INDL,C,D,STD,INCY,USD,A,3520
29133,20211231,2021,INDL,C,D,STD,ITRI,USD,A,4520
29150,20210131,2020,INDL,C,D,STD,URBN,USD,A,2550
29151,20211231,2021,INDL,C,D,STD,CNTY,USD,A,2530
29156,20211231,2021,INDL,C,D,STD,UFPI,USD,A,2010
29191,20211231,2021,INDL,C,D,STD,ICHR,USD,A,4530
29206,20211231,2021,INDL,C,D,STD,FWRD,USD,A,2030
29217,20210831,2021,INDL,C,D,STD,SCHN,USD,A,1510
29241,20210630,2021,INDL,C,D,STD,VIAV,USD,A,4520
29251,20210430,2020,INDL,C,D,STD,KALV,USD,A,3520
29282,20211231,2021,INDL,C,D,STD,NYCB,USD,A,4010
29359,20211231,2021,INDL,C,D,STD,SUI,USD,A,6010
29382,20211231,2021,INDL,C,D,STD,SHOO,USD,A,2520
29389,20211231,2021,INDL,C,D,STD,SPG,USD,A,6010
29392,20211231,2021,INDL,C,D,STD,EMN,USD,A,1510
29449,20211231,2021,INDL,C,D,STD,UFPT,USD,A,3510
29453,20211231,2021,INDL,C,D,STD,LNG,USD,A,1010
29517,20211231,2021,INDL,C,D,STD,MED,USD,A,3030
29609,20210630,2021,INDL,C,D,STD,HAIN,USD,A,3020
29649,20211231,2021,INDL,C,D,STD,MAA,USD,A,6010
29684,20211231,2021,INDL,C,D,STD,JNCE,USD,A,3520
29733,20211231,2021,INDL,C,D,STD,MLM,USD,A,1510
29736,20211231,2021,INDL,C,D,STD,TSCO,USD,A,2550
29751,20211231,2021,INDL,C,D,STD,ALB,USD,A,1510
29755,20210930,2021,INDL,C,D,STD,BZH,USD,A,2520
29804,20211231,2021,INDL,C,D,STD,IVZ,USD,A,4020
29830,20210930,2021,INDL,C,D,STD,WRK,USD,A,1510
29837,20211231,2021,INDL,C,D,STD,BCRX,USD,A,3520
29855,20211231,2021,INDL,C,D,STD,FMNB,USD,A,4010
29868,20211231,2021,INDL,C,D,STD,MAC,USD,A,6010
29875,20211231,2021,INDL,C,D,STD,AVB,USD,A,6010
29901,20210731,2021,INDL,C,D,STD,CPRT,USD,A,2020
29910,20210630,2021,INDL,C,D,STD,SCSC,USD,A,4520
29930,20210331,2020,INDL,C,D,STD,MPAA,USD,A,2510
29962,20211031,2021,INDL,C,D,STD,LMNR,USD,A,3020
29984,20211231,2021,INDL,C,D,STD,PLD,USD,A,6010
29994,20211231,2021,INDL,C,D,STD,FMBH,USD,A,4010
30032,20210331,2020,INDL,C,D,STD,EXP,USD,A,1510
30055,20210630,2021,INDL,C,D,STD,SMBC,USD,A,4010
30059,20210131,2020,INDL,C,D,STD,AEO,USD,A,2550
30067,20211231,2021,INDL,C,D,STD,ADC,USD,A,6010
30098,20211231,2021,INDL,C,D,STD,IR,USD,A,2010
